Nombre,Marca,Modelo,Estrellas,Opinion,Votos,Fecha
Fiat Siena 2014 Fiat siena 1.4,fiat,Siena,3,"Lrsbcomentome.llego un fiat siena no aceleraba,regulaba bajo y se paraba cuando lo sacaba de cambio o frenaba,lo q hice es regular elngas el gnc.a nafta lo mismo,limpie el map,limpie el cuerpo de marioosa dellado de abajo,y mejoro pero se paraba,me fije las valvulas y estaban cerrada les di las medidas q lleva y listo chau problema",0,2018-09-19 00:25:46.641000+00:00
Fiat Siena 2008 4 puertas 1.8,fiat,Siena,1,"Exejente auto en general. Su problema fundamental es el cuerpo de aceleración ,es muy caro y no se puede reparar, no admite recambios diferentes a los originales suministrados por la Fiat y por lo tanto no me funciona desde hace dos meses. Compre un cuerpo de aceleración nuevo y me duró mes y medio. Falta de calidad o otro problema electrónico que afecta su funcionamiento.",0,2018-09-08 14:05:52.270000+00:00
"Fiat Siena 2008 4 puertas full,1.4 fire",fiat,Siena,5,"Es el mejor auto q puede tener una persona..agil, economico,excelente respuesta tanto en ciudad como en ruta...",3,2018-06-08 21:31:26.412000+00:00
Fiat Siena 1998,fiat,Siena,3,No muy conforme...tengo muchos problemas eléctricos...lo lleve a todos los electricistas desde el mas barato hasta el mas caro y mejor....y sigo teniendo problemas de electricidad...,2,2018-06-02 23:01:25.286000+00:00
Fiat Siena 2016 El cuatro puertas,fiat,Siena,5,"Quisiera saber si alguien me puede ayudar, mi auto cuando estoy andando pierde fuerza y el acelerador no responde, que podrá ser? Gracias",7,2018-05-10 10:01:13.016000+00:00
Fiat Siena 2009 Siena fire 1.4,fiat,Siena,4,Vehiculo ágil y económico por tal motivo se usa en Argentina como taxi andar muy sereno exelente herramienta para trabajo o familia,4,2018-04-29 01:35:34.024000+00:00
Fiat Siena 2016 4 puerta 1.4,fiat,Siena,4,Muy bueno para el uso que le doy,4,2018-04-20 15:22:13.576000+00:00
Fiat Siena 2016 1.6,fiat,Siena,4,"Un desastre para poner un.portaequipaje, mal el diseño no tiene de donde agarrar se, mamal gancho para remolcar, 1 metro adentro de la línea del para golpe trasero, no hay luz en el baúl?? El resto bien ,pero esta nuevo!",-3,2018-04-01 23:52:41.004000+00:00
"Fiat Siena 2006 4 puertas, 1.3 16v",fiat,Siena,4,"Es un carro fiel pero delicado en mecánica, repuestos accesibles",3,2018-03-07 18:41:06.659000+00:00
Fiat Siena 2004 4 puertas full,fiat,Siena,5,Hola mi nombre es Manuel tengo un fiat siena 2004 corte correa y doble válvulas compre nuevas las ice calibrar y colocarlas al armar me quedo haciendo mucho ruido arranca bien a la primera vuelta pero mucho ruido yo antes de armar le puse una junta de 4 muecas la que tenía era de tres no Sevilla la tapa ser a que es mucha altura por eso hace ruido por mala comprecion,-2,2018-03-07 14:08:12.048000+00:00
Fiat Siena 2002 4 puerta 1.3 faire,fiat,Siena,5,No trabajan el cilindro 3y1,2,2018-03-03 13:34:06.977000+00:00
Fiat Siena 2013 Fire 1.4,fiat,Siena,5,El limpia parabrisas me anda sólo en un velocidad que puede ser?,-1,2018-02-26 22:15:07.821000+00:00
Fiat Siena 1999 1.3 mpi,fiat,Siena,4,excelente carro para lo que se necesite familiarmente,1,2018-02-21 03:37:09.120000+00:00
Fiat Siena 1998 4puerta motor 1600,fiat,Siena,5,ES FENOMENAL DETALLES POCO SU SISTEMA ES FACIL DE VERIFICAR SUS FALLAS LA REPARA HASTA UN APRENDIZ,0,2018-02-07 13:31:17.585000+00:00
Fiat Siena 2012 Fire,fiat,Siena,4,"Económico en mantenimiento y consumo. Muy ágil y fácil de manejar. El mantenimiento periódico es más frecuente que el promedio de los autos, pero de bajo costo. Por ejemplo, la correa de distribución se la tuve que cambiar a los 45000 km,  momento en que el mecánico aprovechó para cambiar la bomba de agua y el kit de distribución, así como bujías y cables. De fábrica viene con gas. En general, no da problemas. Sí hay que cambiar los focos de las luces delanteras periódicamente, porque se queman.",-1,2018-01-29 01:34:35.193000+00:00
"Fiat Siena 2012 Fire MPI, 1.4",fiat,Siena,4,"Hacé poco lo tengo, pero ya en dos meses que le hice unos 10.000 kilom y salvo pavadas, típicas de uso, me gusta mucho, y eso que antes tuve un Prisma 0km, un gol power cero y un Mégane, pero por un accidente automovilístico me vine abajo, pero hasta ahora responde bien, lo recomiendo",3,2017-12-22 23:55:47.511000+00:00
Fiat Siena 2011 attractive,fiat,Siena,5,"El mejor auto en su gama, suave, silencioso, economico, y le desarmamos el motor a los 480.000 kms y solo se gruño los cilindros un poquito y aros nuevos. quedo de 10. intacto por dentro. siempre usando buenos productos.",1,2017-12-22 01:17:31.817000+00:00
Fiat Siena 2005 4 puertas full 1.8 hlx,fiat,Siena,4,A los 250 000 km le hice el motor completo rs un auto fuerte,1,2017-12-21 21:08:04.745000+00:00
Fiat Siena 1998 TurboDiesel,fiat,Siena,5,"El sienita del año que sea, es un caño",4,2017-10-28 20:09:50.436000+00:00
Fiat Siena 2004 Elx,fiat,Siena,5,Excelente auto. No tengo quejas,1,2017-10-21 02:07:24.404000+00:00
Fiat Siena 2017 1.4 EL,fiat,Siena,2,"Se nota que está llegando al final de su vida comercial por la cantidad de detalles de fabricación que presenta  (chapa, pintuta, ensamblado...)es un auto cómodo pero para lo que cuesta tendría que venir con algún extra ni siquiera tiene luz en el baúl que por cierto es muy grande y oscuro si hay que buscar cosas en la noche, hay opciones más modernas para tener en cuenta... , En cuanto al motor le falta potencia para encarar con alegría las subidas muy empinadas y no da mucha confianza en las curvas por la suspensión blanda y las ruedas 14"" de perfil alto.  , Conclusión: mala terminación y precio elevado...",5,2017-10-18 23:57:20.055000+00:00
Fiat Siena 2004 4 Puertas,fiat,Siena,5,"Exelente auto, mentira si dicen cosas malas. No hay de q quejarse x lo q salen es un auto fiel. Obvio q se rompe algun dia. Pero si uno no lo deja caer es un autazo y lo mejr q los respuestos originales son muy baratos, claro q si comparas el precio 0km con otro es casi igual. Pero lo q no es igual q si se rompe te sale 3 veces menos q otra marca. La verdad me lleva a todos lados, viajo siempre, anda en ciudad barro ect. Muy buen coche. Recomiendo para aquellos q deben mantener el auto con poco dinero. No gasta nada.",1,2017-09-14 04:57:53.801000+00:00
"Fiat Siena 2007 4 puertas, motor 1.7 TD",fiat,Siena,3,"El auto a pesar de que tuvo algun que otro problema por el propio desgaste (lo compre usado) me salio bastante bueno, comodo, facil de manejar, espacioso, baul gigante.",1,2017-08-28 14:03:34.047000+00:00
Fiat Siena 2017 1.4 el,fiat,Siena,1,"Una porquería de auto no compren muchas fallas de matriz capot guardabarros baúl fuera de linea etc ,interior con detalles guantera uniones ruidos torpedos apoya cabezales una cagadaaa un sonajero del andar una tabla un amortigua nada los pozos un garrote y del motor caramba cuando lo pone en marcha es un gasolero golpea gasta aceite q mierda de auto x dios lo lleve al taller me dicen q ya vienen así q mierda que me compre encima teblo venden mas caro que otros autos estos tipos son unos hdp ladrones q ni les cuento que tardaron 5 meses para darme el auto bueno ah todos que estén x comprar estos autos no se claven x favor compren un voyage antes que ese auto saludos",4,2017-08-21 18:22:59.870000+00:00
Fiat Qubo 2012 Furgón,fiat,Qubo,3,"Buen día, consulta. Mi Qubo gasta 1/2 litro de aceite de Motor casa 3000km. Me parece exesivo, qué puede ser?? Mo lo pierde,no humea,tiene potencia. El aceite es Semi sintético. Gracias",0,2020-09-05 13:14:27.006000+00:00
Fiat Qubo 2013 4 puertas 1.4,fiat,Qubo,1,"Una porqueria, accesorios si no caes a fiat no hay y te arrancan la cabeza, se soplan las juntas de nada, falla el burro y no arranca nunca mas, una porqueria , no compren esta basurs",0,2020-02-19 00:16:40.293000+00:00
Fiat Qubo 2014 5 puertas motor 1.4,fiat,Qubo,5,"muy buen confort, economica, buena dinamica, el motor muy bueno buena reaccion",0,2020-02-05 04:02:03.127000+00:00
Fiat Qubo 2015 adventure,fiat,Qubo,5,exelente sin problemas importantes,0,2019-10-19 23:35:03.381000+00:00
Fiat Qubo 2014 dynamique,fiat,Qubo,4,resulto muy bueno y practico de buena relacion precio y prestacion. Pero ahora a los 5 años comenzaron las historias electronicas. unico punto debil.,0,2019-08-08 19:09:39.042000+00:00
Fiat Qubo 2015  cubo  trekking,fiat,Qubo,4,"le falta potencia, y ademas cuando anda mucho  se enciende el indicador  revise el motor , y el sonido es como si  andara entres cilindros. después  que enfría  es como que se normaliza , que podrá la falla?",0,2018-12-07 01:16:45.202000+00:00
Fiat Qubo 2014 1.4,fiat,Qubo,4,"Muy fiel y económica. Sólo que es constante la alarma en el tablero de baja presión de aceite, pero lo hice controlar y está bárbaro. Está falla ni el servir oficial Facua pudo solucionar, que dicho sea de paso es una verdadera cagada  (fadua salta), caro, no cumplen con los tiempos y en mi caso me costó cubiertas nuevas ya que nunca me hicieron la rotación programada.",0,2018-11-16 11:00:37.791000+00:00
Fiat Qubo 2012 1.4 dynamik,fiat,Qubo,5,"Muy bueno, un poco saltarina por lo cortita",0,2018-04-25 21:20:41.813000+00:00
Fiat Qubo 2012 4 puertas motor 1.4,fiat,Qubo,3,"Comenzó a tener problemas apartir de los 3 años de compra se me prende la luz amarilla del tablero,me aparece ""CONTROLAR MOTOR"" y una falla tras otra.Le he cambiado el cuerpo mariposa,las bujias y demás cosas y el problema persiste. Me deja de acelerar entonces tengo que apagar el Vehículo esperar y al rato enciende nuevamente.",-1,2018-04-23 17:26:04.478000+00:00
Fiat Qubo 2013 Dynamic,fiat,Qubo,4,"A mi en lo particular me gusta mucho, la visibilidad es perfecta y los asientos comodisimo. El asiento del conductor y el volante regulable son estupendos.",1,2017-12-26 13:02:40.927000+00:00
Fiat Qubo 2013 Dynamic,fiat,Qubo,2,"Tiene sus pros como la comodidad de los asientos, la suspensión blanda, una dirección muy suave, la tecnología. En contras es mucho mayor porque le deja de funcionar algo cada dos por tres sea motor o eléctrico, no hay repuestos (y si hay te sacan un ojo de la cara), es fea estéticamente, la capacidad es mucho menor a comparación de una Kangoo o Partner/Berlingo, mala visibilidad, la postura de manejo es incómoda y muy alta a pesar de tener regulación en altura junto al volante, poco torque en baja y espacios mal aprovechados. , Sin duda alguna Fiat es una marca no mala, malísima. , Un pésimo gasto porque en el vehículo se perdió muchísimo dinero.",0,2017-12-07 07:17:28.596000+00:00
Fiat Punto 2011 4 puertas 1.4 atractive,fiat,Punto,5,Excelente vehículo y de mantenimiento muy barato,0,2020-09-24 22:36:02.295000+00:00
Fiat Punto 1998 5 puertas,fiat,Punto,4,Muy bueno confiable y economico,0,2020-06-17 02:02:58.656000+00:00
Fiat Punto 2010 5 PTAS,fiat,Punto,4,Lo acabo de comprar hoy en buen precio .y es por eso q entro a este foro para saber mas del tema.me encanto el andar y el confort. por ahora un 10,1,2020-06-10 01:56:35.015000+00:00
"Fiat Punto 2010 5 puertas, ELX Top II",fiat,Punto,5,"Siempre voy a recomendar este auto en esa gama. La suspensión es muy (muy) buena. Muy bajo consumo en un uso razonable de 4000 RPM en ruta. , Muy completa la computadora y la insonorización. Ni antes ni después de cambiarle la correa tuve UN problema. Un soldado!",1,2019-12-17 01:19:07.233000+00:00
Fiat Punto 2012 1.6 16v,fiat,Punto,5,"Mucho confort, no suenan los plásticos , bien hermético el habitáculo",-1,2019-11-19 10:10:58.270000+00:00
Fiat Punto 2009,fiat,Punto,5,"excelente, no tengo criticas. sinceramente me resulto un auto muy fiel si se lo cuida, como a todo.",0,2019-07-30 14:33:42.862000+00:00
Fiat Punto 2012 Active,fiat,Punto,1,No arranca el motor se enciende la luz de inmovilizador antorrobo y no tengo tarjeta de codigos hice duplicado de llave y tampoco arranca,0,2019-07-10 21:49:37.027000+00:00
Fiat Punto 2011 Attractive 1.4 8V,fiat,Punto,4,"Hace poco menos de 1 año que tengo un fiat 1.4 2011 Attractive, la verdad que problemas muy pocos.- No me gusta el acelerador.- Tiene cambios muy bruscos cuando uno acelera en primera marcha. El consumo en ruta a no mas de 120 Km/h con el AC encendido no llega a 7 L/100. Buena insonorización en general.",0,2019-06-18 17:09:16.547000+00:00
Fiat Punto 1996 4 puerta 1.6 motor,fiat,Punto,5,Que aceite debe usar mi Fiat punto año 1996 y que marca para que ande bien,0,2019-05-22 18:33:16.683000+00:00
Fiat Punto 2014 1.4,fiat,Punto,5,"Un aún excelente. Precio calidad, desde que lo tengo cero drama.",-1,2019-05-16 20:31:14.390000+00:00
Fiat Punto 2010 Elx jtd,fiat,Punto,5,Alguien puede decirme si es normal que los botones de los levanta cristales eléctricos queden encendidos aun después de apagar el auto y cerrarlo. Pensé que se apagabanos solos pero note que quedan encendidos,1,2019-04-28 23:22:28.537000+00:00
Fiat Punto 2015 ATTRACTIV,fiat,Punto,2,Muy desilusionada. Y eso que amo los Fiat,0,2019-04-24 18:15:29.295000+00:00
Fiat Punto 2013 Spoting,fiat,Punto,4,"Completísimo, pero en bajas revoluciones es remolón.",-1,2019-01-25 22:52:02.974000+00:00
Fiat Punto 2010 Elx,fiat,Punto,5,Muy buen auto cero problema lo ví y me enamoré.,1,2018-11-14 05:41:32.985000+00:00
Fiat Punto 2010  ELX  45.000km,fiat,Punto,4,"Excelente auto !! , Lo compre usado con muy pocos kilometros , muy muy buen auto , en casi un 1 año de uso no tengo ningun problema",0,2018-10-12 18:28:09.699000+00:00
Fiat Punto 2017 4 puertas,fiat,Punto,4,Excelente prestación. Buena seguridad. Muy buena instrumentación. Muy conforme con la unidad.,0,2018-07-23 12:00:13.495000+00:00
Fiat Punto 2016 Atracctive,fiat,Punto,4,"Auto muy recomendable. Excelente diseño. Excelente andar. Calidad de construcción , En contra el acelerador electrónico no tiene progresividad , Problema que ya observe en muchos Fiat",0,2018-04-08 23:50:08.001000+00:00
Fiat Punto 2009 1.4 elx,fiat,Punto,5,"Excelente auto. Muy buen andar, frenos, tenida en ruta y muy economico",0,2018-02-15 20:01:29.109000+00:00
Fiat Punto 2000 3 puertas. 1.2 8v 60cv. Gasolina,fiat,Punto,5,Coche muy bueno. Cero problemas graves. Y eso que le piso y le exijo en carretera.,0,2018-02-05 14:23:05.632000+00:00
Fiat Punto 2009 5 puertas,fiat,Punto,4,"Excelente auto, solo le hice los service y jamás nunca me fallo!! Los repuestos baratos y su funcionamiento perfecto!! Un fierro!!",0,2017-11-30 21:20:35.328000+00:00
Fiat Punto 2010 Top 2 Attractive,fiat,Punto,5,Un verdadero Fierro. Hasta el momento nunca tuve necesidad de efectuar reparaciones. Sólo el mantenimiento preventivo. Ojalá mi próximo auto se comporte así.,0,2017-08-08 21:35:59.957000+00:00
Fiat Panda 2009 dualogic,fiat,Panda,5,"tengo un fiat panda dualogic el cual  compre con la trasmision descompuesta  cuando lo ponias en marcha de inmediato se ponia la R y se bloqueaba y no daba ni para atras ni para delante desarme el robot y me di cuenta de una fuga que tenia en el tps    que hace para mover la orquilla de reversa y 5ta se soluciono el problema se monto y al dar marcha ya solo se queda en la N  y esta sin moverse de atras asia delante el carro volvi a revisar y me di cuenta que volvio a tirar aceite pero ahora muy minimo la volvi a bajar (el robot) y voy a volver a checar el tps , no lo e purgado no lo e programado, el scanner que estoy usando es un snap on solus ultra pero jamas lo habiamos usado con un carro de este tipo me marca un error el p1743 alguien me puede ayudar saludos",0,2019-02-28 19:54:14.299000+00:00
Fiat Palio Adventure 2007 5 puertas ...motor 1.8,fiat,Palio Adventure,4,Suave conexcelente amortiguación un auto de paseo en familia,0,2020-09-13 04:50:17.836000+00:00
Fiat Palio Adventure 2015 4 puertas,fiat,Palio Adventure,1,"Pesimo, lo vendieron de agencia con rendimiento de 50km/galon, apuras penas hace 37.  Fallo la bomba de frenos, se metia el agua por los empaques del copiloto, falló el clucht, servicios caros y en efecto...Fiat no se hizo cargo, para mi fue una estafa ese auto",1,2020-09-08 19:22:39.588000+00:00
Fiat Palio Adventure 2017 5 puertas,fiat,Palio Adventure,1,"Es bueno. Lo único que al llegarme de la fábrica.  mancha el motor abajo. Como una transpiración. Fiat nunca se hace cargo de nada. Siempre busca excusas. Los Servis son carísimos y no sabes si le hacen algo. , Le tuve que hacer los Servis particular.",0,2020-07-23 00:17:20.084000+00:00
Fiat Palio Adventure 2016 1.6  16v locker,fiat,Palio Adventure,2,Es un vehiculo sumamente caro para lo que es ..tuve  problemas desde la bomba de agua hasta el ultimo que es el locker.lo tengo con todos los servicios oficiales pero las fallas continuan desde alarmas de inyectores hasta elb locker.si tuviera que elegir no elegiria Fiat.jamas se hacen cargo de nada .para reparar el locker (si lo usé  5 veces fue mucho) llegaron a pedirme $90.000 ya llevo gastado 270.000 entre servicios y reparaciones...no se lo recomiendo la cobran como una 4x4  de alta gama y no deja de ser una mala imitacion ..la compre de cero .y de tener que volver a comprar elegiria otra marca chau fiat.,3,2020-02-13 03:54:14.105000+00:00
